regionCode,regionName,UtlaCode,UtlaName,LtlaCode,LtlaName,areaCode,areaName,areaType,date,newCasesBySpecimenDateChange,newCasesBySpecimenDateChangePercentage,newCasesBySpecimenDateDirection,newCasesBySpecimenDateRollingRate,newCasesBySpecimenDateRollingSum
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003012,Henbury & Brentry,msoa,26/03/2022,-12,-7.3,DOWN,1304.2,152
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003013,Southmead,msoa,26/03/2022,-22,-15.4,DOWN,1006.5,121
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003014,Lawrence Weston,msoa,26/03/2022,-32,-30.2,DOWN,892.4,74
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003015,Monks Park,msoa,26/03/2022,-12,-12.5,DOWN,1255.2,84
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003016,Upper Horfield,msoa,26/03/2022,-1,-1.2,DOWN,1040.5,85
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003017,Westbury Village,msoa,26/03/2022,-7,-6.2,DOWN,1732.6,106
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003018,Sea Mills,msoa,26/03/2022,-15,-16.5,DOWN,1294.7,76
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003019,Shirehampton & Avonmouth,msoa,26/03/2022,1,1,UP,1057,104
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003020,Westbury on Trym,msoa,26/03/2022,32,38.6,UP,1792.4,115
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003021,Horfield,msoa,26/03/2022,-8,-10,DOWN,964.1,72
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003022,Henleaze,msoa,26/03/2022,-10,-10.5,DOWN,1432.4,85
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003023,Stapleton,msoa,26/03/2022,9,13.4,UP,1150.3,76
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003024,Fishponds North,msoa,26/03/2022,-4,-3.5,DOWN,1123,110
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003025,Lockleaze,msoa,26/03/2022,9,15.3,UP,889.5,68
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003026,Stoke Bishop,msoa,26/03/2022,6,6.1,UP,1117.3,104
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003027,Bishopston,msoa,26/03/2022,-31,-17.1,DOWN,1181.6,150
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003028,Westbury Park,msoa,26/03/2022,12,9,UP,1730.9,146
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003029,Fishponds South,msoa,26/03/2022,1,1.4,UP,1123.6,72
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003030,Eastville,msoa,26/03/2022,-2,-3,DOWN,804.3,64
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003031,Redland & St Andrew's,msoa,26/03/2022,-10,-7,DOWN,1262.1,133
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003032,Speedwell,msoa,26/03/2022,-45,-44.1,DOWN,690.2,57
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003033,Cotham,msoa,26/03/2022,-11,-10.4,DOWN,1067.3,95
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003034,St Paul's,msoa,26/03/2022,8,6.4,UP,986.5,133
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003036,Kingsdown & Stokes Croft,msoa,26/03/2022,6,7.4,UP,809.9,87
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003037,Clifton East,msoa,26/03/2022,22,25,UP,1235,110
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003038,Two Mile Hill,msoa,26/03/2022,-36,-41.9,DOWN,762,50
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003039,St George,msoa,26/03/2022,7,8.9,UP,989.3,86
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003040,Redfield,msoa,26/03/2022,-14,-9.6,DOWN,1308,132
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003041,Clifton Village,msoa,26/03/2022,2,2.6,UP,1246.6,78
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003043,Bristol City Centre,msoa,26/03/2022,11,8.1,UP,733.1,146
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003044,Crews Hole,msoa,26/03/2022,-15,-24.2,DOWN,818.8,47
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003045,Hotwells,msoa,26/03/2022,-20,-27.8,DOWN,691.9,52
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003046,St Annes,msoa,26/03/2022,-19,-13.6,DOWN,1224.8,121
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003047,Southville,msoa,26/03/2022,0,0,SAME,1551.7,173
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003048,Totterdown,msoa,26/03/2022,0,0,SAME,1431,101
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003049,Broom Hill,msoa,26/03/2022,-2,-2.5,DOWN,1030.8,78
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003050,Bedminster,msoa,26/03/2022,-11,-7.2,DOWN,1399.6,141
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003051,Windmill Hill,msoa,26/03/2022,5,5,UP,1407.5,105
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003052,Ashton,msoa,26/03/2022,-13,-12.4,DOWN,1350,92
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003053,Knowle Park,msoa,26/03/2022,-14,-11.4,DOWN,1331.9,109
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003054,Brislington,msoa,26/03/2022,-1,-1.4,DOWN,1038.1,69
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003055,Knowle,msoa,26/03/2022,-27,-29.7,DOWN,757.7,64
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003056,Knowle West,msoa,26/03/2022,-8,-12.9,DOWN,724.2,54
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003057,Bishopsworth,msoa,26/03/2022,21,41.2,UP,1223,72
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003058,Hengrove,msoa,26/03/2022,17,18.1,UP,1219.5,111
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003059,Headley Park,msoa,26/03/2022,23,41.8,UP,1255.2,78
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003060,Stockwood,msoa,26/03/2022,-4,-3.4,DOWN,1056.2,112
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003061,Highridge,msoa,26/03/2022,-11,-17.5,DOWN,854.8,52
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003062,Withywood,msoa,26/03/2022,3,7.5,UP,731.5,43
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003063,Whitchurch Park,msoa,26/03/2022,-6,-5.9,DOWN,1411.8,95
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003064,Hartcliffe,msoa,26/03/2022,36,85.7,UP,1107.8,78
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006887,Temple Meads,msoa,26/03/2022,26,36.1,UP,960.4,98
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006888,Upper Easton,msoa,26/03/2022,15,42.9,UP,688,50
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006889,Barton Hill,msoa,26/03/2022,0,0,SAME,429.7,36
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006890,Lower Easton,msoa,26/03/2022,-17,-19.3,DOWN,805.4,71
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003012,Henbury & Brentry,msoa,19/03/2022,76,86.4,UP,1407.1,164
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003013,Southmead,msoa,19/03/2022,32,28.8,UP,1189.5,143
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003014,Lawrence Weston,msoa,19/03/2022,30,39.5,UP,1278.3,106
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003015,Monks Park,msoa,19/03/2022,27,39.1,UP,1434.5,96
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003016,Upper Horfield,msoa,19/03/2022,36,72,UP,1052.8,86
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003017,Westbury Village,msoa,19/03/2022,35,44.9,UP,1847,113
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003018,Sea Mills,msoa,19/03/2022,54,145.9,UP,1550.3,91
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003019,Shirehampton & Avonmouth,msoa,19/03/2022,11,12,UP,1046.9,103
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003020,Westbury on Trym,msoa,19/03/2022,10,13.7,UP,1293.6,83
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003021,Horfield,msoa,19/03/2022,1,1.3,UP,1071.2,80
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003022,Henleaze,msoa,19/03/2022,17,21.8,UP,1600.9,95
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003023,Stapleton,msoa,19/03/2022,16,31.4,UP,1014.1,67
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003024,Fishponds North,msoa,19/03/2022,38,50,UP,1163.9,114
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003025,Lockleaze,msoa,19/03/2022,0,0,SAME,771.7,59
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003026,Stoke Bishop,msoa,19/03/2022,36,58.1,UP,1052.9,98
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003027,Bishopston,msoa,19/03/2022,-5,-2.7,DOWN,1425.8,181
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003028,Westbury Park,msoa,19/03/2022,43,47.3,UP,1588.6,134
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003029,Fishponds South,msoa,19/03/2022,12,20.3,UP,1108,71
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003030,Eastville,msoa,19/03/2022,8,13.8,UP,829.5,66
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003031,Redland & St Andrew's,msoa,19/03/2022,33,30,UP,1357,143
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003032,Speedwell,msoa,19/03/2022,23,29.1,UP,1235.2,102
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003033,Cotham,msoa,19/03/2022,-3,-2.8,DOWN,1190.9,106
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003034,St Paul's,msoa,19/03/2022,12,10.6,UP,927.2,125
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003036,Kingsdown & Stokes Croft,msoa,19/03/2022,11,15.7,UP,754,81
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003037,Clifton East,msoa,19/03/2022,17,23.9,UP,988,88
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003038,Two Mile Hill,msoa,19/03/2022,15,21.1,UP,1310.6,86
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003039,St George,msoa,19/03/2022,-23,-22.5,DOWN,908.8,79
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003040,Redfield,msoa,19/03/2022,17,13.2,UP,1446.7,146
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003041,Clifton Village,msoa,19/03/2022,25,49,UP,1214.6,76
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003043,Bristol City Centre,msoa,19/03/2022,10,8,UP,677.8,135
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003044,Crews Hole,msoa,19/03/2022,-4,-6.1,DOWN,1080.1,62
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003045,Hotwells,msoa,19/03/2022,27,60,UP,958.1,72
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003046,St Annes,msoa,19/03/2022,49,53.8,UP,1417.1,140
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003047,Southville,msoa,19/03/2022,17,10.9,UP,1551.7,173
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003048,Totterdown,msoa,19/03/2022,27,36.5,UP,1431,101
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003049,Broom Hill,msoa,19/03/2022,19,31.1,UP,1057.2,80
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003050,Bedminster,msoa,19/03/2022,34,28.8,UP,1508.8,152
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003051,Windmill Hill,msoa,19/03/2022,17,20.5,UP,1340.5,100
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003052,Ashton,msoa,19/03/2022,4,4,UP,1540.7,105
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003053,Knowle Park,msoa,19/03/2022,4,3.4,UP,1502.9,123
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003054,Brislington,msoa,19/03/2022,30,75,UP,1053.1,70
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003055,Knowle,msoa,19/03/2022,19,26.4,UP,1077.3,91
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003056,Knowle West,msoa,19/03/2022,20,47.6,UP,831.5,62
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003057,Bishopsworth,msoa,19/03/2022,-16,-23.9,DOWN,866.3,51
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003058,Hengrove,msoa,19/03/2022,27,40.3,UP,1032.7,94
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003059,Headley Park,msoa,19/03/2022,-9,-14.1,DOWN,885.1,55
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003060,Stockwood,msoa,19/03/2022,25,27.5,UP,1093.9,116
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003061,Highridge,msoa,19/03/2022,31,96.9,UP,1035.7,63
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003062,Withywood,msoa,19/03/2022,17,73.9,UP,680.5,40
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003063,Whitchurch Park,msoa,19/03/2022,40,65.6,UP,1501,101
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003064,Hartcliffe,msoa,19/03/2022,-7,-14.3,DOWN,596.5,42
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006887,Temple Meads,msoa,19/03/2022,-10,-12.2,DOWN,705.6,72
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006888,Upper Easton,msoa,19/03/2022,4,12.9,UP,481.6,35
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006889,Barton Hill,msoa,19/03/2022,6,20,UP,429.7,36
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006890,Lower Easton,msoa,19/03/2022,21,31.3,UP,998.2,88
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003012,Henbury & Brentry,msoa,12/03/2022,45,104.7,UP,755,88
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003013,Southmead,msoa,12/03/2022,54,94.7,UP,923.3,111
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003014,Lawrence Weston,msoa,12/03/2022,51,204,UP,916.5,76
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003015,Monks Park,msoa,12/03/2022,1,1.5,UP,1031.1,69
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003016,Upper Horfield,msoa,12/03/2022,19,61.3,UP,612.1,50
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003017,Westbury Village,msoa,12/03/2022,34,77.3,UP,1274.9,78
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003018,Sea Mills,msoa,12/03/2022,10,37,UP,630.3,37
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003019,Shirehampton & Avonmouth,msoa,12/03/2022,50,119,UP,935.1,92
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003020,Westbury on Trym,msoa,12/03/2022,16,28.1,UP,1137.8,73
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003021,Horfield,msoa,12/03/2022,14,21.5,UP,1057.8,79
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003022,Henleaze,msoa,12/03/2022,42,116.7,UP,1314.5,78
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003023,Stapleton,msoa,12/03/2022,18,54.5,UP,771.9,51
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003024,Fishponds North,msoa,12/03/2022,33,76.7,UP,775.9,76
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003025,Lockleaze,msoa,12/03/2022,21,55.3,UP,771.7,59
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003026,Stoke Bishop,msoa,12/03/2022,21,51.2,UP,666.1,62
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003027,Bishopston,msoa,12/03/2022,102,121.4,UP,1465.1,186
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003028,Westbury Park,msoa,12/03/2022,38,71.7,UP,1078.8,91
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003029,Fishponds South,msoa,12/03/2022,32,118.5,UP,920.7,59
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003030,Eastville,msoa,12/03/2022,16,38.1,UP,728.9,58
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003031,Redland & St Andrew's,msoa,12/03/2022,40,57.1,UP,1043.8,110
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003032,Speedwell,msoa,12/03/2022,34,75.6,UP,956.6,79
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003033,Cotham,msoa,12/03/2022,52,91.2,UP,1224.6,109
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003034,St Paul's,msoa,12/03/2022,17,17.7,UP,838.2,113
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003036,Kingsdown & Stokes Croft,msoa,12/03/2022,17,32.1,UP,651.6,70
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003037,Clifton East,msoa,12/03/2022,10,16.4,UP,797.1,71
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003038,Two Mile Hill,msoa,12/03/2022,45,173.1,UP,1082,71
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003039,St George,msoa,12/03/2022,47,85.5,UP,1173.4,102
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003040,Redfield,msoa,12/03/2022,64,98.5,UP,1278.2,129
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003041,Clifton Village,msoa,12/03/2022,3,6.2,UP,815.1,51
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003043,Bristol City Centre,msoa,12/03/2022,34,37.4,UP,627.6,125
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003044,Crews Hole,msoa,12/03/2022,47,247.4,UP,1149.8,66
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003045,Hotwells,msoa,12/03/2022,6,15.4,UP,598.8,45
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003046,St Annes,msoa,12/03/2022,38,71.7,UP,921.1,91
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003047,Southville,msoa,12/03/2022,78,100,UP,1399.2,156
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003048,Totterdown,msoa,12/03/2022,29,64.4,UP,1048.5,74
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003049,Broom Hill,msoa,12/03/2022,18,41.9,UP,806.1,61
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003050,Bedminster,msoa,12/03/2022,57,93.4,UP,1171.3,118
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003051,Windmill Hill,msoa,12/03/2022,39,88.6,UP,1112.6,83
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003052,Ashton,msoa,12/03/2022,58,134.9,UP,1482,101
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003053,Knowle Park,msoa,12/03/2022,56,88.9,UP,1454.1,119
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003054,Brislington,msoa,12/03/2022,5,14.3,UP,601.8,40
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003055,Knowle,msoa,12/03/2022,27,60,UP,852.4,72
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003056,Knowle West,msoa,12/03/2022,21,100,UP,563.3,42
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003057,Bishopsworth,msoa,12/03/2022,42,168,UP,1138.1,67
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003058,Hengrove,msoa,12/03/2022,21,45.7,UP,736.1,67
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003059,Headley Park,msoa,12/03/2022,30,88.2,UP,1029.9,64
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003060,Stockwood,msoa,12/03/2022,37,68.5,UP,858.2,91
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003061,Highridge,msoa,12/03/2022,17,113.3,UP,526.1,32
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003062,Withywood,msoa,12/03/2022,7,43.8,UP,391.3,23
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003063,Whitchurch Park,msoa,12/03/2022,33,117.9,UP,906.5,61
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003064,Hartcliffe,msoa,12/03/2022,22,81.5,UP,695.9,49
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006887,Temple Meads,msoa,12/03/2022,41,100,UP,803.6,82
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006888,Upper Easton,msoa,12/03/2022,2,6.9,UP,426.6,31
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006889,Barton Hill,msoa,12/03/2022,12,66.7,UP,358.1,30
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02006890,Lower Easton,msoa,12/03/2022,18,36.7,UP,760,67
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003012,Henbury & Brentry,msoa,05/03/2022,-2,-4.4,DOWN,368.9,43
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003013,Southmead,msoa,05/03/2022,16,39,UP,474.1,57
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003014,Lawrence Weston,msoa,05/03/2022,-4,-13.8,DOWN,301.5,25
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003015,Monks Park,msoa,05/03/2022,39,134.5,UP,1016.1,68
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003016,Upper Horfield,msoa,05/03/2022,13,72.2,UP,379.5,31
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003017,Westbury Village,msoa,05/03/2022,12,37.5,UP,719.2,44
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003018,Sea Mills,msoa,05/03/2022,7,35,UP,460,27
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003019,Shirehampton & Avonmouth,msoa,05/03/2022,14,50,UP,426.9,42
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003020,Westbury on Trym,msoa,05/03/2022,34,147.8,UP,888.4,57
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003021,Horfield,msoa,05/03/2022,23,54.8,UP,870.4,65
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003022,Henleaze,msoa,05/03/2022,4,12.5,UP,606.7,36
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003023,Stapleton,msoa,05/03/2022,7,26.9,UP,499.5,33
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003024,Fishponds North,msoa,05/03/2022,5,13.2,UP,439,43
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003025,Lockleaze,msoa,05/03/2022,10,35.7,UP,497.1,38
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003026,Stoke Bishop,msoa,05/03/2022,5,13.9,UP,440.5,41
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003027,Bishopston,msoa,05/03/2022,6,7.7,UP,661.7,84
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003028,Westbury Park,msoa,05/03/2022,12,29.3,UP,628.3,53
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003029,Fishponds South,msoa,05/03/2022,-1,-3.6,DOWN,421.3,27
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003030,Eastville,msoa,05/03/2022,12,40,UP,527.8,42
E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of",E02003031,Redland & St Andrew's,msoa,05/03/2022,10,16.7,UP,664.3,70
